StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,device_use,Q1,Q1_6_TEXT,Q2,Q2_4_TEXT,Q3,Q3_5_TEXT,Q4,Q4_2_TEXT,Q5,Q5_5_TEXT,Q6,Q7,Q7_4_TEXT,Q8,Q8_4_TEXT,Q183,Q9,Q9_5_TEXT,Q184,Q184_4_TEXT,Q10,Q10_5_TEXT,Q11,Q11_4_TEXT,Q12,Q12_4_TEXT,Q13,Q13_3_TEXT,Q20,1_Q1,1_Q1_6_TEXT,1_Q2,1_Q2_4_TEXT,1_Q3,1_Q3_5_TEXT,1_Q4,1_Q4_2_TEXT,1_Q5,1_Q5_35_TEXT,1_Q6,1_Q7,1_Q7_4_TEXT,1_Q8,1_Q8_4_TEXT,1_Q186,1_Q186_4_TEXT,1_Q9,1_Q9_5_TEXT,1_Q10,1_Q10_5_TEXT,1_Q11,1_Q11_4_TEXT,1_Q185,1_Q185_5_TEXT,1_Q12,1_Q12_4_TEXT,1_Q13,1_Q13_3_TEXT,2_Q1,2_Q1_6_TEXT,2_Q2,2_Q2_4_TEXT,2_Q3,2_Q3_5_TEXT,2_Q4,2_Q4_2_TEXT,2_Q5,2_Q5_35_TEXT,2_Q6,2_Q7,2_Q7_4_TEXT,2_Q8,2_Q8_4_TEXT,2_Q186,2_Q186_4_TEXT,2_Q9,2_Q9_5_TEXT,2_Q10,2_Q10_5_TEXT,2_Q11,2_Q11_4_TEXT,2_Q185,2_Q185_5_TEXT,2_Q12,2_Q12_4_TEXT,2_Q13,2_Q13_3_TEXT,3_Q1,3_Q1_6_TEXT,3_Q2,3_Q2_4_TEXT,3_Q3,3_Q3_5_TEXT,3_Q4,3_Q4_2_TEXT,3_Q5,3_Q5_35_TEXT,3_Q6,3_Q7,3_Q7_4_TEXT,3_Q8,3_Q8_4_TEXT,3_Q186,3_Q186_4_TEXT,3_Q9,3_Q9_5_TEXT,3_Q10,3_Q10_5_TEXT,3_Q11,3_Q11_4_TEXT,3_Q185,3_Q185_5_TEXT,3_Q12,3_Q12_4_TEXT,3_Q13,3_Q13_3_TEXT,4_Q1,4_Q1_6_TEXT,4_Q2,4_Q2_4_TEXT,4_Q3,4_Q3_5_TEXT,4_Q4,4_Q4_2_TEXT,4_Q5,4_Q5_35_TEXT,4_Q6,4_Q7,4_Q7_4_TEXT,4_Q8,4_Q8_4_TEXT,4_Q186,4_Q186_4_TEXT,4_Q9,4_Q9_5_TEXT,4_Q10,4_Q10_5_TEXT,4_Q11,4_Q11_4_TEXT,4_Q185,4_Q185_5_TEXT,4_Q12,4_Q12_4_TEXT,4_Q13,4_Q13_3_TEXT,5_Q1,5_Q1_6_TEXT,5_Q2,5_Q2_4_TEXT,5_Q3,5_Q3_5_TEXT,5_Q4,5_Q4_2_TEXT,5_Q5,5_Q5_35_TEXT,5_Q6,5_Q7,5_Q7_4_TEXT,5_Q8,5_Q8_4_TEXT,5_Q186,5_Q186_4_TEXT,5_Q9,5_Q9_5_TEXT,5_Q10,5_Q10_5_TEXT,5_Q11,5_Q11_4_TEXT,5_Q185,5_Q185_5_TEXT,5_Q12,5_Q12_4_TEXT,5_Q13,5_Q13_3_TEXT,6_Q1,6_Q1_6_TEXT,6_Q2,6_Q2_4_TEXT,6_Q3,6_Q3_5_TEXT,6_Q4,6_Q4_2_TEXT,6_Q5,6_Q5_35_TEXT,6_Q6,6_Q7,6_Q7_4_TEXT,6_Q8,6_Q8_4_TEXT,6_Q186,6_Q186_4_TEXT,6_Q9,6_Q9_5_TEXT,6_Q10,6_Q10_5_TEXT,6_Q11,6_Q11_4_TEXT,6_Q185,6_Q185_5_TEXT,6_Q12,6_Q12_4_TEXT,6_Q13,6_Q13_3_TEXT,Q37,Q38,Q39,Q40,Q41,Q41_7_TEXT,Q42,Random_ID,scenario
10/29/18 10:05,10/29/18 10:07,0,68.142.176.244,100,122,1,10/29/18 10:07,R_2taiLYzj5DMQUgq,,,,,37.58250427,-77.5196991,anonymous,EN,"1,2,3",2,,"1,2",,"1,2,3",,1,,"2,3",,"2,3",3,,1,,3,1,,"1,2",,"2,3,4",,"2,3",,"1,3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76031,
10/29/18 10:08,10/29/18 10:11,0,24.54.166.209,100,179,1,10/29/18 10:11,R_2CNX3GhQI7kHgQh,,,,,48.22909546,-101.2985001,anonymous,EN,"1,2,4","2,3",,"1,2",,"1,2,3,4",,1,,1,,4,"1,2,3",,2,,1,"1,2,4",,"1,2,3",,1,,"1,2,3",,"1,2",,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65756,
10/29/18 10:16,10/29/18 10:16,0,198.51.197.42,100,16,1,10/29/18 10:16,R_3w0lOlw1LHxYyfD,,,,,39.21409607,-76.87879944,anonymous,EN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345,
10/29/18 10:13,10/29/18 10:16,0,108.171.131.164,100,202,1,10/29/18 10:16,R_Xka7qWm5BfLCNwZ,,,,,37.75100708,-97.8219986,anonymous,EN,"1,2,3,4,6","2,3,4,5",,3,,"1,2",,3,,3,,3,3,,3,,1,3,,2,,7,,2,,2,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49154,
10/29/18 10:19,10/29/18 10:19,0,24.159.217.26,100,18,1,10/29/18 10:19,R_3e8CnvAlOTRV4wK,,,,,46.79870605,-92.09459686,anonymous,EN,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27390,
10/29/18 9:56,10/29/18 10:20,0,107.221.25.133,100,1443,1,10/29/18 10:20,R_pzPH941ordHp7pL,,,,,34.79020691,-92.50440216,anonymous,EN,"2,3,4","1,2,4,5",,3,,1,,3,,1,,3,5,,5,,3,1,,2,,7,,2,,5,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,4,5",,3,,1,,3,,1,,3,5,,5,,5,,3,,7,,2,,7,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,62,Self-Employed Freelancer,5,1,,3,89139,
10/29/18 10:16,10/29/18 10:23,0,172.126.0.46,100,456,1,10/29/18 10:23,R_vq2EEqXP7SAPdBf,,,,,34.0756073,-89.88770294,anonymous,EN,"1,2,3,4,6","1,2,3,4,5",,"1,2",,2,,1,,1,,2,"1,2,3",,"1,2,3",,"2,3","1,4",,"2,3",,2,,2,,"1,2,3",,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78020,
10/29/18 10:17,10/29/18 10:31,0,108.7.61.222,100,871,1,10/29/18 10:31,R_3JKqiNrsZ3QdbjE,,,,,42.02119446,-71.21779633,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53419,
10/29/18 10:29,10/29/18 10:33,0,104.129.196.169,100,213,1,10/29/18 10:33,R_0wUFc3hTTS9moUh,,,,,41.84829712,-87.65170288,anonymous,EN,"1,2,4",5,,1,,1,,3,,1,,3,1,,5,,2,2,,2,,6,,2,,"1,3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67135,
10/29/18 10:34,10/29/18 10:37,0,68.52.56.99,100,151,1,10/29/18 10:37,R_0Vz205MaOGdHIB3,,,,,37.68479919,-85.87840271,anonymous,EN,"1,2,3,4","2,3",,"1,2,3",,"1,2,3",,1,,"2,4",,"1,2,3","1,2",,"1,3",,2,"1,2,4",,"1,2",,"1,2,3",,"1,2",,"1,2,3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44468,
10/29/18 10:38,10/29/18 10:38,0,174.230.27.176,100,22,1,10/29/18 10:38,R_2dBcPj16Rahh0NM,,,,,42.49920654,-83.47730255,anonymous,EN,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80161,
10/29/18 10:39,10/29/18 10:43,0,50.201.40.102,100,227,1,10/29/18 10:43,R_3R6DDjtaREKTPhf,,,,,40.60870361,-74.2818985,anonymous,EN,"1,2,3,4","2,3,4",,1,,"1,2,3",,1,,1,,2,"1,2,3",,"1,2,3",,"2,3","1,2,3",,"1,2,3",,"1,3,6",,"1,2",,"1,2,3",,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47901,
10/29/18 10:41,10/29/18 10:43,0,96.57.65.98,100,150,1,10/29/18 10:43,R_3G8HWCaJpHaLRTW,,,,,40.80830383,-73.13050079,anonymous,EN,"1,2,3,4",2,,2,,2,,1,,"1,2",,1,"1,2",,2,,2,"2,3",,1,,3,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16428,
10/29/18 10:52,10/29/18 10:52,0,73.77.58.243,100,15,1,10/29/18 10:52,R_2alrwJaLp6e5Rgp,,,,,29.27659607,-94.83029938,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32573,
10/29/18 11:22,10/29/18 11:22,0,75.142.31.154,100,11,1,10/29/18 11:22,R_cIqG7EMMtaD0Wcx,,,,,42.39889526,-123.3538055,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62215,
10/29/18 11:24,10/29/18 11:31,0,76.99.77.42,100,429,1,10/29/18 11:31,R_ApTE864D26rDHsR,,,,,39.95030212,-75.30400085,anonymous,EN,"1,2,3,4",2,,"1,2",,"1,2,3",,3,,1,,1,2,,"2,3",,1,"2,3",,2,,"1,3",,2,,"1,2,3",,"1,2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5",,1,,2,,1,,1,,1,2,,"2,3",,"2,3",,3,,"1,3,4",,2,,"1,3,4",,"1,2,3",,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,31,Non Instructional Aide,4,1,,4,42919,
10/29/18 11:39,10/29/18 11:40,0,107.77.196.32,100,31,1,10/29/18 11:40,R_vudCLGZ3GiA1IA1,,,,,32.77870178,-96.82170105,anonymous,EN,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93414,
10/29/18 11:42,10/29/18 11:42,0,73.166.22.210,100,11,1,10/29/18 11:42,R_1kIGBsyVoRdBqfR,,,,,29.82969666,-95.28790283,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17471,
10/29/18 11:38,10/29/18 11:42,0,161.11.160.24,100,272,1,10/29/18 11:42,R_21ohiMCLnUDmYLi,,,,,42.65260315,-73.7562027,anonymous,EN,"1,2,3,4","2,3,4,5",,5,,"1,2,3",,3,,4,,4,"1,2",,2,,1,"1,2,3,4",,5,,"3,6",,2,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99683,
10/29/18 11:44,10/29/18 11:47,0,72.165.252.129,100,143,1,10/29/18 11:47,R_phDwY5DawS5pQnT,,,,,27.18609619,-81.86669922,anonymous,EN,"1,2,4,6",2,,1,,1,,1,,1,,"2,3","1,2",,"1,3",,3,2,,2,,"1,3,4",,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64018,
10/29/18 11:49,10/29/18 11:53,0,173.3.44.255,100,251,1,10/29/18 11:53,R_2vZE2dvINbYxAxS,,,,,40.86210632,-74.41169739,anonymous,EN,"1,2,4,5",2,,5,,"1,2",,3,,1,,2,"1,2,3",,5,,"1,2",6,,3,,6,,2,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6975,
10/29/18 11:49,10/29/18 11:54,0,173.91.10.174,100,330,1,10/29/18 11:54,R_25Sj7RIPeaavf8Y,,,,,41.5592041,-81.48280334,anonymous,EN,"1,2,4","2,4",,1,,"1,2",,1,,1,,3,"1,2",,1,,2,"2,3",,2,,"1,3",,2,,"1,2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81095,
10/29/18 11:42,10/29/18 11:54,0,98.190.58.240,100,766,1,10/29/18 11:54,R_A0q5pnswNSDMESZ,,,,,37.27319336,-76.73239899,anonymous,EN,"1,2,3,4","2,4,5",,5,,"1,2,3",,3,,1,,1,3,,5,,1,2,,"1,2",,"3,4",,"1,2",,1,,1,,"1,2,4",4,,5,,1,,3,,1,,1,5,,5,,5,,2,,3,,1,,3,,"1,2",,1,,"2,5",,1,,"1,2,3",,1,,1,,1,5,,5,,5,,2,,"1,3",,"1,2",,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,5",,5,,"1,2,3",,3,,1,,1,3,,5,,5,,2,,3,,"1,2",,3,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37817,
10/29/18 12:01,10/29/18 12:02,0,68.201.85.157,100,81,1,10/29/18 12:02,R_1Kd1d4C9ESd342e,,,,,26.21589661,-98.32530212,anonymous,EN,"1,2,3",3,,1,,3,,3,,3,,3,3,,2,,4,1,,1,,3,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83733,
10/29/18 12:03,10/29/18 12:06,0,68.201.85.157,100,196,1,10/29/18 12:06,R_cVb5jWAaTJ5bg8p,,,,,26.21589661,-98.32530212,anonymous,EN,"1,2,3","1,4",,5,,2,,3,,"1,3",,1,2,,5,,1,2,,5,,1,,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37580,
10/29/18 12:06,10/29/18 12:07,0,192.17.51.218,100,17,1,10/29/18 12:07,R_2aLCNn0hxnLVUd4,,,,,40.1105957,-88.20729828,anonymous,EN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6377,
10/29/18 12:19,10/29/18 12:20,0,71.33.173.236,100,80,1,10/29/18 12:20,R_3G3A3dPT02LQcfH,,,,,39.82589722,-104.9113007,anonymous,EN,"1,2,3,5,6",3,,1,,3,,1,,"2,3",,2,3,,2,,2,"2,3",,1,,3,,1,,2,,"1,2",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,1,,3,,4,1,,2,,3,,3,,4,,1,,2,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,
10/29/18 12:21,10/29/18 12:24,0,66.161.134.99,100,179,1,10/29/18 12:24,R_1exC5pevOA3M0OF,,,,,39.21000671,-84.39499664,anonymous,EN,"1,2,3,4,5,6","2,3",,3,,"1,3",,1,,"1,2",,2,3,,1,,3,"2,3",,2,,2,,2,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87355,
10/29/18 12:29,10/29/18 12:30,0,65.246.1.5,100,70,1,10/29/18 12:30,R_1EZJBcrNXdNbVdH,,,,,39.33650208,-76.54109955,anonymous,EN,"1,2,3,4,5,6","1,2",,"2,3",,"1,2,3,4",,1,,"3,4",,4,1,,1,,2,"3,4",,"2,3",,4,,"2,3",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56299,
10/29/18 12:39,10/29/18 12:44,0,70.66.159.29,100,303,1,10/29/18 12:44,R_yIlgR9nib7CrH1f,,,,,48.47770691,-123.365799,anonymous,EN,"1,2,3,4,6","2,3,5",,1,,"1,3",,1,,1,,"2,3",2,,2,,2,2,,"1,2",,"1,3",,"1,2",,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44102,
10/29/18 12:45,10/29/18 12:46,0,71.30.236.90,100,83,1,10/29/18 12:46,R_URcyx8tM6j1yLex,,,,,41.42889404,-78.55049896,anonymous,EN,"2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99366,
10/29/18 12:45,10/29/18 12:47,0,70.180.249.13,100,128,1,10/29/18 12:47,R_1GZZhskRhoaOd3q,,,,,36.11489868,-115.2161026,anonymous,EN,"1,2,3",2,,2,,3,,1,,3,,1,1,,1,,3,3,,2,,2,,3,,"2,3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69336,
10/29/18 12:48,10/29/18 12:53,0,76.77.245.27,100,332,1,10/29/18 12:53,R_z9ekU2JliqJ5TJT,,,,,32.54600525,-96.28520203,anonymous,EN,"1,2,4",2,,5,,"2,3",,1,,4,,2,"2,3",,5,,2,1,,2,,"3,4",,1,,"1,2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16765,
10/29/18 13:00,10/29/18 13:05,0,73.255.233.43,100,341,1,10/29/18 13:05,R_OHZVjhr0N4kSjYZ,,,,,27.46760559,-81.45809937,anonymous,EN,"1,2,3,4",2,,1,,1,,1,,"2,4",,3,"1,2",,2,,1,"1,2,4",,2,,6,,2,,"1,2",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,
10/29/18 13:16,10/29/18 13:17,0,131.93.158.122,100,27,1,10/29/18 13:17,R_2QQfs6KaydHcaSW,,,,,46.46380615,-90.15879822,anonymous,EN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20528,
