,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
492,location_2:Desktop_Computer_Q7_feat1,15.255319148936172,location_2,Desktop_Computer_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,It enables me to define who has access to my information,Scenario location,"Semi private places (resturants, coffee shop etc)"
589,location_3:Desktop_Computer_Q2_feat3,15.255319148936172,location_3,Desktop_Computer_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario location,"Public (park, street etc)"
459,location_2:Desktop_Computer_Q13_feat1,15.255319148936172,location_2,Desktop_Computer_Q13_feat1,Which of the additional artifacts do you connect/download on your Desktop_Computer to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
174,Relationship_3:Desktop_Computer_Q5_feat3,15.255319148936172,Relationship_3,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,weak ties
400,Relationship_2:Desktop_Computer_Q1_feat1,15.255319148936172,Relationship_2,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  ,Scenario relation,strong ties
382,Relationship_2:Desktop_Computer_Q7_feat2,15.255319148936172,Relationship_2,Desktop_Computer_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,strong ties
63,location_1:Desktop_Computer_Q1_feat3,15.255319148936172,location_1,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  ,Scenario location,Home
396,Relationship_2:Desktop_Computer_Q1_feat5,15.255319148936172,Relationship_2,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,strong ties
576,location_3:Desktop_Computer_Q10_feat2,15.255319148936172,location_3,Desktop_Computer_Q10_feat2,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario location,"Public (park, street etc)"
584,location_3:Desktop_Computer_Q13_feat2,15.255319148936172,location_3,Desktop_Computer_Q13_feat2,Which of the additional artifacts do you connect/download on your Desktop_Computer,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Public (park, street etc)"
270,Relationship_1:Desktop_Computer_Q7_feat2,15.255319148936172,Relationship_1,Desktop_Computer_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,alone
471,location_2:Desktop_Computer_Q3_feat1,15.255319148936172,location_2,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
173,Relationship_3:Desktop_Computer_Q10_feat1,15.255319148936172,Relationship_3,Desktop_Computer_Q10_feat1,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,weak ties
356,Relationship_2:Desktop_Computer_Q2_feat5,15.255319148936172,Relationship_2,Desktop_Computer_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,strong ties
453,location_2:Desktop_Computer_Q3_feat3,15.255319148936172,location_2,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
452,location_2:Desktop_Computer_Q9_feat3,15.255319148936172,location_2,Desktop_Computer_Q9_feat3,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
269,Relationship_1:Desktop_Computer_Q6_feat2,15.255319148936172,Relationship_1,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,alone
567,location_3:Desktop_Computer_Q3_feat2,15.255319148936172,location_3,Desktop_Computer_Q3_feat2,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device provides few and simple steps to complete the task  ,Scenario location,"Public (park, street etc)"
454,location_2:Desktop_Computer_Q11_feat2,15.255319148936172,location_2,Desktop_Computer_Q11_feat2,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task?,"The design of icons, buttons and other tools is such that I can easily understand their purpose and how to use them.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
158,Relationship_3:Desktop_Computer_Q7_feat2,15.255319148936172,Relationship_3,Desktop_Computer_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario relation,weak ties
387,Relationship_2:Desktop_Computer_Q12_feat2,15.255319148936172,Relationship_2,Desktop_Computer_Q12_feat2,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,strong ties
449,location_2:Desktop_Computer_Q10_feat3,15.255319148936172,location_2,Desktop_Computer_Q10_feat3,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,Through text notifications/responses on screen of the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
620,location_3:Desktop_Computer_Q1_feat5,15.255319148936172,location_3,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Public (park, street etc)"
141,Relationship_3:Desktop_Computer_Q2_feat3,15.255319148936172,Relationship_3,Desktop_Computer_Q2_feat3,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?","The modality of input (text- or voice-based) does not matter, as I am able to use another application simultaneously  ",Scenario relation,weak ties
140,Relationship_3:Desktop_Computer_Q6_feat3,15.255319148936172,Relationship_3,Desktop_Computer_Q6_feat3,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario relation,weak ties
604,location_3:Desktop_Computer_Q7_feat1,15.255319148936172,location_3,Desktop_Computer_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,It enables me to define who has access to my information,Scenario location,"Public (park, street etc)"
565,location_3:Desktop_Computer_Q3_feat3,15.255319148936172,location_3,Desktop_Computer_Q3_feat3,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,The device displays any task related information (e.g response) on a screen  ,Scenario location,"Public (park, street etc)"
166,Relationship_3:Desktop_Computer_Q5_feat2,15.255319148936172,Relationship_3,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,weak ties
475,location_2:Desktop_Computer_Q12_feat1,15.255319148936172,location_2,Desktop_Computer_Q12_feat1,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
467,location_2:Desktop_Computer_Q9_feat1,15.255319148936172,location_2,Desktop_Computer_Q9_feat1,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario location,"Semi private places (resturants, coffee shop etc)"
462,location_2:Desktop_Computer_Q2_feat1,15.255319148936172,location_2,Desktop_Computer_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using touch-based input,Scenario location,"Semi private places (resturants, coffee shop etc)"
60,location_1:Desktop_Computer_Q1_feat5,15.255319148936172,location_1,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,Home
284,Relationship_1:Desktop_Computer_Q1_feat5,15.255319148936172,Relationship_1,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,alone
65,location_1:Q9_feat2,13.636706578830236,location_1,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario location,Home
66,location_1:Q2_feat3,13.492210451348706,location_1,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario location,Home
67,location_1:Q12_feat1,10.758687201400639,location_1,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario location,Home
577,location_3:Desktop_Computer_Q12_feat3,10.170212765957448,location_3,Desktop_Computer_Q12_feat3,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario location,"Public (park, street etc)"
277,Relationship_1:Desktop_Computer_Q11_feat3,10.170212765957448,Relationship_1,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario relation,alone
583,location_3:Desktop_Computer_Q3_feat1,10.170212765957448,location_3,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario location,"Public (park, street etc)"
575,location_3:Desktop_Computer_Q12_feat5,10.170212765957448,location_3,Desktop_Computer_Q12_feat5,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
278,Relationship_1:Desktop_Computer_Q5_feat2,10.170212765957448,Relationship_1,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,alone
276,Relationship_1:Desktop_Computer_Q11_feat5,10.170212765957448,Relationship_1,Desktop_Computer_Q11_feat5,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,alone
275,Relationship_1:Desktop_Computer_Q12_feat2,10.170212765957448,Relationship_1,Desktop_Computer_Q12_feat2,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,alone
287,Relationship_1:Desktop_Computer_Q1_feat3,10.170212765957448,Relationship_1,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  ,Scenario relation,alone
605,location_3:Desktop_Computer_Q6_feat2,10.170212765957448,location_3,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario location,"Public (park, street etc)"
268,Relationship_1:Desktop_Computer_Q7_feat1,10.170212765957448,Relationship_1,Desktop_Computer_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,It enables me to define who has access to my information,Scenario relation,alone
606,location_3:Desktop_Computer_Q7_feat2,10.170212765957448,location_3,Desktop_Computer_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,"Public (park, street etc)"
263,Relationship_1:Desktop_Computer_Q6_feat4,10.170212765957448,Relationship_1,Desktop_Computer_Q6_feat4,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Having such options from the device while performing are not essential to me while using this device or is not provided by the device.  ,Scenario relation,alone
610,location_3:Desktop_Computer_Q10_feat4,10.170212765957448,location_3,Desktop_Computer_Q10_feat4,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Public (park, street etc)"
611,location_3:Desktop_Computer_Q12_feat2,10.170212765957448,location_3,Desktop_Computer_Q12_feat2,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario location,"Public (park, street etc)"
294,Relationship_1:Desktop_Computer_Q8_feat1,10.170212765957448,Relationship_1,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,alone
614,location_3:Desktop_Computer_Q5_feat2,10.170212765957448,location_3,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario location,"Public (park, street etc)"
296,Relationship_1:Desktop_Computer_Q3_feat4,10.170212765957448,Relationship_1,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario relation,alone
297,Relationship_1:Desktop_Computer_Q9_feat6,10.170212765957448,Relationship_1,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario relation,alone
40,location_1:Desktop_Computer_Q4_feat1,10.170212765957448,location_1,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   ,Scenario location,Home
587,location_3:Desktop_Computer_Q12_feat1,10.170212765957448,location_3,Desktop_Computer_Q12_feat1,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
586,location_3:Desktop_Computer_Q7_feat3,10.170212765957448,location_3,Desktop_Computer_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,I enables me to control how it executes this task  ,Scenario location,"Public (park, street etc)"
573,location_3:Desktop_Computer_Q13_feat4,10.170212765957448,location_3,Desktop_Computer_Q13_feat4,Which of the additional artifacts do you connect/download on your Desktop_Computer,The ability to connect/download an additional things does not matter to me while using the device  for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
574,location_3:Desktop_Computer_Q2_feat1,10.170212765957448,location_3,Desktop_Computer_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using touch-based input,Scenario location,"Public (park, street etc)"
274,Relationship_1:Desktop_Computer_Q10_feat4,10.170212765957448,Relationship_1,Desktop_Computer_Q10_feat4,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,alone
388,Relationship_2:Desktop_Computer_Q11_feat5,10.170212765957448,Relationship_2,Desktop_Computer_Q11_feat5,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario relation,strong ties
571,location_3:Desktop_Computer_Q13_feat1,10.170212765957448,location_3,Desktop_Computer_Q13_feat1,Which of the additional artifacts do you connect/download on your Desktop_Computer to execute the task,"Physical hardware (e.g., keyboard, screen, headphones, speakers)  ",Scenario location,"Public (park, street etc)"
180,Relationship_3:Desktop_Computer_Q5_feat4,10.170212765957448,Relationship_3,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario relation,weak ties
68,location_1:Desktop_Computer_Q5_feat4,10.170212765957448,location_1,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,Home
175,Relationship_3:Desktop_Computer_Q1_feat3,10.170212765957448,Relationship_3,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  ,Scenario relation,weak ties
172,Relationship_3:Desktop_Computer_Q1_feat5,10.170212765957448,Relationship_3,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario relation,weak ties
518,location_2:Desktop_Computer_Q8_feat1,10.170212765957448,location_2,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Semi private places (resturants, coffee shop etc)"
494,location_2:Desktop_Computer_Q7_feat2,10.170212765957448,location_2,Desktop_Computer_Q7_feat2,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,"It enables me to control where my personal information is stored (e.g., solely on the device)",Scenario location,"Semi private places (resturants, coffee shop etc)"
512,location_2:Desktop_Computer_Q1_feat1,10.170212765957448,location_2,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
488,location_2:Desktop_Computer_Q4_feat1,10.170212765957448,location_2,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
165,Relationship_3:Desktop_Computer_Q11_feat3,10.170212765957448,Relationship_3,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario relation,weak ties
509,location_2:Desktop_Computer_Q10_feat1,10.170212765957448,location_2,Desktop_Computer_Q10_feat1,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
163,Relationship_3:Desktop_Computer_Q12_feat2,10.170212765957448,Relationship_3,Desktop_Computer_Q12_feat2,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Need of updating any software while/before performing the task  ,Scenario relation,weak ties
162,Relationship_3:Desktop_Computer_Q10_feat4,10.170212765957448,Relationship_3,Desktop_Computer_Q10_feat4,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario relation,weak ties
448,location_2:Desktop_Computer_Q4_feat3,10.170212765957448,location_2,Desktop_Computer_Q4_feat3,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,Mobility of this device does not matter to me  for this task or is not provided by the device,Scenario location,"Semi private places (resturants, coffee shop etc)"
451,location_2:Desktop_Computer_Q1_feat4,10.170212765957448,location_2,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
152,Relationship_3:Desktop_Computer_Q4_feat1,10.170212765957448,Relationship_3,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,weak ties
476,location_2:Desktop_Computer_Q6_feat3,10.170212765957448,location_2,Desktop_Computer_Q6_feat3,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
457,location_2:Desktop_Computer_Q11_feat1,10.170212765957448,location_2,Desktop_Computer_Q11_feat1,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task?,"Information is presented in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used)    ",Scenario location,"Semi private places (resturants, coffee shop etc)"
474,location_2:Desktop_Computer_Q7_feat3,10.170212765957448,location_2,Desktop_Computer_Q7_feat3,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,I enables me to control how it executes this task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
472,location_2:Desktop_Computer_Q13_feat2,10.170212765957448,location_2,Desktop_Computer_Q13_feat2,Which of the additional artifacts do you connect/download on your Desktop_Computer,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
460,location_2:Desktop_Computer_Q6_feat1,10.170212765957448,location_2,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Semi private places (resturants, coffee shop etc)"
470,location_2:Desktop_Computer_Q1_feat2,10.170212765957448,location_2,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
61,location_1:Desktop_Computer_Q10_feat1,10.170212765957448,location_1,Desktop_Computer_Q10_feat1,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,Home
62,location_1:Desktop_Computer_Q5_feat3,10.170212765957448,location_1,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,Home
469,location_2:Desktop_Computer_Q8_feat2,10.170212765957448,location_2,Desktop_Computer_Q8_feat2,What level of personalized communication does your Desktop_Computer provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
508,location_2:Desktop_Computer_Q1_feat5,10.170212765957448,location_2,Desktop_Computer_Q1_feat5,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction using virtual/digital keyboard on a screen  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
498,location_2:Desktop_Computer_Q10_feat4,10.170212765957448,location_2,Desktop_Computer_Q10_feat4,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,Notifications/Reminders on other synced/connected devices  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
64,location_1:Desktop_Computer_Q1_feat1,10.170212765957448,location_1,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  ,Scenario location,Home
406,Relationship_2:Desktop_Computer_Q8_feat1,10.170212765957448,Relationship_2,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,strong ties
630,location_3:Desktop_Computer_Q8_feat1,10.170212765957448,location_3,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,"Public (park, street etc)"
73,location_1:Desktop_Computer_Q9_feat6,10.170212765957448,location_1,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,Home
389,Relationship_2:Desktop_Computer_Q11_feat3,10.170212765957448,Relationship_2,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario relation,strong ties
390,Relationship_2:Desktop_Computer_Q5_feat2,10.170212765957448,Relationship_2,Desktop_Computer_Q5_feat2,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,The device(s) can make errors sometimes  ,Scenario relation,strong ties
397,Relationship_2:Desktop_Computer_Q10_feat1,10.170212765957448,Relationship_2,Desktop_Computer_Q10_feat1,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario relation,strong ties
628,location_3:Desktop_Computer_Q5_feat4,10.170212765957448,location_3,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario location,"Public (park, street etc)"
404,Relationship_2:Desktop_Computer_Q5_feat4,10.170212765957448,Relationship_2,Desktop_Computer_Q5_feat4,What level of accuracy does your Desktop_Computer provide when executing the task,"The device makes some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command)  ",Scenario relation,strong ties
72,location_1:Desktop_Computer_Q3_feat4,10.170212765957448,location_1,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario location,Home
405,Relationship_2:Desktop_Computer_Q2_feat2,10.170212765957448,Relationship_2,Desktop_Computer_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using voice-based input ,Scenario relation,strong ties
71,location_1:Desktop_Computer_Q1_feat7,10.170212765957448,location_1,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario location,Home
563,location_3:Desktop_Computer_Q1_feat4,10.170212765957448,location_3,Desktop_Computer_Q1_feat4,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,Text-based interaction using physical keyboard  ,Scenario location,"Public (park, street etc)"
622,location_3:Desktop_Computer_Q5_feat3,10.170212765957448,location_3,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Public (park, street etc)"
621,location_3:Desktop_Computer_Q10_feat1,10.170212765957448,location_3,Desktop_Computer_Q10_feat1,How does Desktop_Computer provide feedback or respond to your actions as you execute the task,"Through lights, vibrations   ",Scenario location,"Public (park, street etc)"
183,Relationship_3:Desktop_Computer_Q1_feat7,10.170212765957448,Relationship_3,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,weak ties
70,location_1:Desktop_Computer_Q8_feat1,10.170212765957448,location_1,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario location,Home
182,Relationship_3:Desktop_Computer_Q8_feat1,10.170212765957448,Relationship_3,Desktop_Computer_Q8_feat1,What level of personalized communication does your Desktop_Computer provide while performing this task?,The device communicates with me through informal/human-like responses or notifications,Scenario relation,weak ties
629,location_3:Desktop_Computer_Q2_feat2,10.170212765957448,location_3,Desktop_Computer_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using voice-based input ,Scenario location,"Public (park, street etc)"
74,location_1:Q6_feat4,9.98373245496899,location_1,Q6_feat4,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,When a device gives an option of providing or changing any task related information is not relevant while performing this task  ,Scenario location,Home
590,location_3:Q5_feat1,9.420057964133457,location_3,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario location,"Public (park, street etc)"
75,location_1:Q13_feat2,8.942983471319623,location_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,Home
636,location_3:Q4_feat1,8.442848749221046,location_3,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario location,"Public (park, street etc)"
608,location_3:Q1_feat2,8.332608428397624,location_3,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Public (park, street etc)"
